# id\tfrequencyRank\tlevel\tword\ttranslation\thint\tpronunciation\tpartOfSpeech
1	1	BASE	the	определённый артикль	Used before a noun when the listener knows which person or thing is meant.	/ðə; ðiː/	article
377	488	BASE	gold	золото; золотой; аурум; злато	Made of gold.	/ɡaʉld/	adj
378	489	BASE	involved	причастный; вовлечённый	Associated with others, be a participant or make someone be a participant (in a crime, process, etc.)	/ɪnˈvoːvd/	adj
379	491	BASE	management	управление; менеджмент; руководство	(uncountable) Administration; the use of limited resources combined with forecasting, planning, leadership and execution skills to achieve predetermined specific goals.	/mænedʒmɛɳʈ/	n
380	493	BASE	industry	индустрия; промышленность; усердие; отрасль	(uncountable) The tendency to work persistently.	/ɪɳˈɖəsʈɾi/	n
381	495	BASE	market	рынок; торговля; торг; торги	A relatively spacious outdoor or covered site where traders set up stalls, either temporarily or permanently or semi-permanently, and buyers browse the merchandise.	/-keʈ/	n
382	496	BASE	fourth	кварта; четвёртый; четвёртая передача	(in the singular) The fourth gear of an engine.	/fo(ː)ɹθ/	n
383	497	BASE	movement	движение; часть	Physical motion between points in space.	/ˈmuːv.mənt/	n
384	498	BASE	technology	технология; техника	The combined application of science and art in practical ways in industry, as for example in designing new machines.	/tɛkˈnɑləd͡ʒi/	n
385	499	BASE	bank	банк; вал; брег; берег	(hydrology) An edge of river, lake, or other watercourse.	/bæŋk/	n
386	500	BASE	ground	земля; грунт; дно; фон	The surface of the Earth, as opposed to the sky or water or underground.	/ɡɹaʊnd/	n
387	501	BASE	campaign	поход; кампания	A series of operations undertaken to achieve a set goal.	/kæmˈpeɪn/	n
388	502	BASE	base	база; основание; основа; базис	Something from which other things extend; a foundation.	/beɪs/	n
389	503	BASE	lower	снизить; снижать; понизить; понижать	(transitive) To let descend by its own weight, as something suspended; to let down	/ˈloʊ(ə)ɹ/	v
390	505	BASE	rather	скорее; лучше; вернее; напротив	Used to specify a choice or preference; preferably, in preference to. (Now usually followed by than) [from 9th c.]	/ˈrad̪ʱə(r)/<a:non-trap-bath split>	adv
391	507	BASE	provided	только если	Only if (the stipulation that follows is true).	/pɹəˈvaɪdɪd/	conjunction
392	508	BASE	coast	берег; побережье; морской берег	The edge of the land where it meets an ocean, sea, gulf, bay, or large lake. [from 14th c.]	/koʊst/	n
393	509	BASE	grand	пра-; кусок; тонна; штука	(plural "grand") A thousand of some unit of currency, such as dollars or pounds. (Compare G.)	/ɡɹænd/	n
394	510	BASE	historic	исторический	Very important; noteworthy: having importance or significance in history.	/hɪˈstɒɹɪk/	adj
395	511	BASE	valley	долина; дол	An elongated depression cast between hills or mountains, often with a river flowing through it.	/ˈvæli/	n
396	512	BASE	conference	съезд; конференция	(business) An event organized by a for-profit or non-profit organization to discuss a pressing issue, such as a new product, market trend or government regulation, with a range of…	/ˈkɑnf(ə)ɹəns/	n
397	513	BASE	bridge	мост; мостик; бридж; кобылка	A construction or natural feature that spans a divide.	/bɹɪd͡ʒ/	n
398	514	BASE	winning	выигрышный; победный; располагающий; привлекательный	That constitutes a win.	/ˈwɪnɪŋ/	adj
399	515	BASE	approximately	около; грубо; почти; примерно	Imprecise but close to in quantity or amount.	/əˈpɹɑk.sɪ.mət.li/	adv
400	519	BASE	degree	градус; степень; диплом; уровень	(education) A stage of proficiency or qualification in a course of study, now especially an award bestowed by a university/college, as a certification of academic achievement. (In…	/dɪˈɡɹiː/	n
401	522	BASE	native	родной; местный; туземный; абориген	A person who is native to a place; a person who was born in a place.	/ˈneɪtəv/	n
402	523	BASE	female	самка; женский; женщина	One of the female (feminine) sex or gender.	/ˈfiː.meɪl/	n
403	525	BASE	municipality	община; коммуна; муниципалитет	A district with a government that typically encloses no other governed districts; a borough, city, or incorporated town or village.	/mjʊˌnɪsɪˈpælɪti/	n
404	526	BASE	square	квадрат; квадратный; плац; сквер	A cell in a grid.	/-æː/	n
405	527	BASE	studio	студия; ателье; мастерская	An artist’s or photographer’s workshop or the room in which an artist works.	/ˈstjuːdioʊ/	n
406	528	BASE	medical	медицинский; врачебный	Of or pertaining to the practice of medicine.	/ˈmɛdɪkl̩/	adj
407	529	BASE	data	данные; информация	(collective, computing) A representation of information in a computer (as symbols, quantities, sound, images or videos) which is stored, processed or transmitted in the form of ele…	/ˈdeɪ.tə/	n
408	531	BASE	successful	удачный; успешный; благополучный	Resulting in success; assuring or promoting success; accomplishing what was proposed; having the desired effect.	/səkˈsɛs.fəl/	adj
409	533	BASE	bay	гнедой; лавр; ниша; отсек	(geography) A body of water (especially the sea) contained by a concave shoreline.	/beɪ/	n
410	534	BASE	attack	атака; напасть; нападать; нападение	An attempt to cause damage, injury to, or death of an opponent or enemy.	/əˈtæk/	n
411	535	BASE	previous	прошлый; предыдущий	(not comparable) Prior; occurring before something else, either in time or order.	/ˈpɹi.vi.əs/	adj
412	539	BASE	student	студент; студентка; учащаяся; учащийся	A person who studies or learns about a particular subject.	/ˈstjuː.dn̩t/	n
413	540	BASE	republic	республика	A state where sovereignty rests with the people or their representatives, rather than with a monarch or emperor; a country with no monarchy.	/ɹəˈpʊb.lɪk/	n
414	541	BASE	beginning	начало; источник	(uncountable) The act of doing that which begins anything; commencement of an action, state, or space of time; entrance into being or upon a course; the first act, effort, or state…	/bɪˈɡɪn.ɪŋ/	n
415	542	BASE	provide	обеспечить; обеспечивать; снабдить; снабжать	To give what is needed or desired, especially basic needs.	/pɹəˈvaɪd/	v
416	543	BASE	ship	корабль; ство; судно; пароход	(chiefly, in combination) A vessel which travels through any medium other than across land, such as an airship or spaceship.	/ʃɪp/	n
417	544	BASE	primary	первичный	First or earliest in a group or series.	/ˈpɹaɪm(ə)ɹiː/	adj
418	546	BASE	writing	писание; запись; письмо; почерк	(countable) Something written, such as a document, article or book.	/ˈɹaɪtɪŋ/	n
419	547	BASE	tournament	турнир; состязание	(historical) During the Middle Ages, a series of battles and other contests designed to prepare knights for war.	/ˈtɔɹnəmənt/	n
420	548	BASE	culture	культура	The arts, customs, lifestyles, background, and habits that characterize humankind, or a particular society or nation.	/ˈkʌlt͡ʃə/	n
421	551	BASE	related	связанный; родственный; рассказанный	Standing in relation or connection.	/ɹɪˈleɪtɪd/	adj
422	552	BASE	natural	естественный; бекар; природный; натуральный	As expected; reasonable, normal; naturally arising from the given circumstances. [from 14th c.]	/ˈnatʃ(ʊ)rəl/	adj
423	554	BASE	governor	губернатор; регулятор	(politics) The chief executive officer of a first-level administrative division of a country.	/ˈɡʌv(ə)nə(ɹ)/	n
424	558	BASE	senior	старший; старшекурсник; старшеклассник	Someone older than someone else (with possessive). [from 15th c.]	/ˈsinjɚ/	n
425	561	BASE	whose	чей; чейный; который	(interrogative) Of whom, belonging to whom; which person's or people's.	/huːz/	determiner
426	564	BASE	standard	стандарт; стандартный; знамя; мерило	(sociolinguistics) standard idiom, a prestigious or standardized language variety; standard language	/ˈstændəd/	n
427	565	BASE	income	доход; приход; прибыль; заработок	Money one earns by working or by capitalising on the work of others.	/ˈɪnˌkʌm/	n
428	566	BASE	professor	профессор; профессорша	(US, Philippines, informal) A teacher or faculty member at a college or university regardless of formal rank.	/prɵˈfɛsə(r)/	n
429	568	BASE	regional	региональный	Of, or pertaining to, a specific region or district.	/ˈɹiːd͡ʒnəl/	adj
430	572	BASE	active	активный; деятельный; энергичный; живой	Having the power or quality of acting; causing change; communicating action or motion; acting;—opposed to passive, that receives.	/ˈæk.tɪv/	adj
431	573	BASE	novel	роман; новый; новелла; повесть	A work of prose fiction, longer than a novella. [from 17th c.]	/ˈnɑvəl/	n
432	574	BASE	energy	энергия	The impetus behind all motion and all activity.	/əˈnə(ɾ)dʒi/	n
433	575	BASE	generally	вообще; широко; обычно; как правило	Popularly or widely.	/ˈdʒɛn(ə)rəli/	adv
434	576	BASE	interest	интерес; ставка; процент; интересовать	(uncountable, finance) The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of wha…	/ɪɳʈ(ɛ)ˈrɛsʈ/	n
435	577	BASE	via	по; через; сквозь; с помощью	By way of; passing through.	/ˈvaɪə/	preposition
436	578	BASE	economic	экономический; хозяйственный	Pertaining to an economy.	/ˌekəˈnɔmɪk/	adj
437	579	BASE	previously	ранее; прежде; раньше	(with past-tense constructions) At an earlier time; already.	/ˈpɹivi.əsli/	adv
438	581	BASE	itself	-ся; себя; сам себя; оно сам|само	(reflexive pronoun) it; A thing as the object of a verb or preposition that also appears as the subject	/ɪtˈself/	pronoun
439	582	BASE	channel	канал; ложе; русло; пролив	The natural or man-made deeper course through a reef, bar, bay, or any shallow body of water.	/ˈt͡ʃænəl/	n
440	583	BASE	below	ниже; под; минус; внизу	In or to a lower place.	/bɪˈloʊ/	adv
441	584	BASE	operation	операция; действие	(uncountable) The method by which a device performs its function.	/ˌɑ.pəˈɹeɪ.ʃən/	n
442	585	BASE	leader	шеф; вождь; лидер; вожак	One having authority to direct.	/ˈli.dɚ/	n
443	586	BASE	traditional	традиционный	Of, relating to, or derived from tradition.	/tɹəˈdɪʃnəl/	adj
444	587	BASE	trade	обмен; пассат; ремесло; торговля	(countable) A particular instance of buying or selling.	/tɹeɪd/	n
445	588	BASE	structure	структура; структурировать	A cohesive whole built up of distinct parts.	/ˈstɹʌk(t)ʃə(ɹ)/	n
446	589	BASE	limited	ограниченный	With certain (often specified) limits placed upon it.	/ˈlɪmɪtɪd/	adj
447	591	BASE	prior	приор; прежний; априорный; настоятель	Coming before in order or time; earlier, former, previous.	/ˈpɹaɪ.(ə)ɹ/	adj
448	592	BASE	regular	регулярный; правильный; частый; клиент	Having a constant pattern; showing evenness of form or appearance. [from 15th c.]	/ˈrɛɡ.(j)ʊ.ləʳ/	adj
449	593	BASE	famous	известный; знаменитый; прославленный	Well known.	/ˈfeɪ.məs/	adj
450	594	BASE	saint	святой; святая	(religion, generally) A deceased person whom a church or another religious group has officially recognised as especially holy or godly; one eminent for piety and virtue.	/seɪnt/	n
451	595	BASE	navy	ВМФ; ВМС; флот; синий	(countable) A country's entire maritime military force, including ships and personnel.	/ˈneɪvi/	n
452	596	BASE	foreign	иноземный; зарубежный; иностранный; заграничный	Located outside a country or place, especially one's own.	/-ɛ(j)n/	adj
453	598	BASE	artist	артист; мастер; умелец; умелица	A person who creates art as an occupation.	/ˈɑɹ.tɪst/	n
454	600	BASE	airport	аэропорт; аэродром; аэровокзал	An airfield (an area designated for the takeoff and landing of aircraft), including one or more runways and (for commercial airports) one or more passenger terminals.	/ˈa(r).po(r)ʈ/	n
455	602	BASE	parliament	парламент	In many countries, the legislative branch of government, a deliberative assembly or set of assemblies whose elected or appointed members meet to debate the major political issues o…	/ˈpɐːləmənt/	n
456	603	BASE	collection	коллекция; сбор; набор; сборник	The activity of collecting.	/kəˈlɛkʃən/	n
457	604	BASE	unit	единица; штука; подразделение	(sciences) A standard measure of a quantity or magnitude.	/ˈ(j)ɪu̯.nɪt/	n
458	605	BASE	officer	офицер; чиновник; чиновница; служащий	One who has a position of authority in a hierarchical organization, especially in military, police or government organizations.	/ˈɑ.fə.sɚ/	n
459	606	BASE	goal	гол; цель; ворота; забить гол	A result that one is attempting to achieve.	/ɡoʊl/	n
460	608	BASE	command	команда; наказ; приказ; владеть	An order to do something.	/kəˈmænd/	n
461	609	BASE	staff	жезл; штат; кадр; штаб	(plural staffs or staves) A long, straight, thick wooden rod or stick, especially one used to assist in walking.	/stæf/	n
462	610	BASE	commission	комиссия; миссия; поручение; назначение	A sending or mission (to do or accomplish something).	/kəˈmɪʃən/	n
463	612	BASE	location	место; позиция; положение; размещение	A particular point or place in physical space.	/loʊˈkeɪʃən/	n
464	614	BASE	commercial	реклама; коммерческий; торговый	Of or pertaining to commerce.	/kəˈmɜː.ʃəl/	adj
465	616	BASE	foundation	фундамент; фонд; базис; основа	The act of founding, fixing, establishing, or beginning to erect.	/faʊnˈdeɪʃən/	n
466	617	BASE	significant	значительный; значимый; существенный	Signifying something; carrying meaning.	/sɪɡˈnɪf.ə.kənt/	adj
467	619	BASE	medal	медаль	A stamped metal disc used as a personal ornament, a charm, or a religious object.	/ˈmɛdəl/	n
468	620	BASE	self	сам; себе; себя; собой	An individual person as the object of the person's own reflective consciousness (plural selves).	/sɛf/	n
469	623	BASE	highway	шоссе; автодорога; автострада; магистраль	A main public road, especially a multi-lane, high-speed thoroughfare.	/ˈhaɪweɪ/	n
470	626	BASE	wide	широкий	Having a large physical extent from side to side.	/waɪd/	adj
471	627	BASE	musical	мюзикл; мелодичный; музыкальный	Of, belonging or relating to music, or to its performance or notation.	/ˈmju.zɪ.kəl/	adj
472	628	BASE	notable	знатный	A person or thing of distinction.	/ˈnoʊɾəbl̩/	n
473	629	BASE	library	библиотека	An institution which holds books and/or other forms of media for use by the public or qualified people often lending them out, as well as providing various other services for its u…	/ˈlaɪ.bəɹi/	n
474	630	BASE	numerous	многочисленный	Indefinitely large numerically; many.	/ˈnjuːməɹəs/	adj
475	633	BASE	individual	особь; частный; индивидуальный; лицо	Relating to a single person or thing as opposed to more than one.	/ɪndɪˈvɪdjʊl/	adj
476	634	BASE	allowed	разрешённо; дозволенный; разрешённый	Permitted, authorized. [from 16th c.]	/əˈlaʊd/	adj
477	635	BASE	plant	растение; крот; сажать; посадить	(ambitransitive) To place (a seed or plant) in soil or other substrate in order that it may live and grow.	/plænt/	v
478	636	BASE	property	свойство; собственность; черта; качество	Something that is owned.	/ˈpɹɑ.pɚ.ti/	n
479	637	BASE	annual	годовой; годичный; ежегодный; ежегодник	Of, for, or relating to a whole year, often as a recurring cycle; determined or reckoned by the year; accumulating in the course of a year; performed, executed, or completed over t…	/ˈæn.ju.əl/	adj
480	638	BASE	contract	договор; контракт; сжать; сжаться	(ambitransitive) To draw together or nearer; to shorten, narrow, or lessen.	/kənˈtɹækt/	v
481	639	BASE	whom	кто; который	As the object of a preposition.	/h(w)uːm/	pronoun
482	641	BASE	initially	вначале; сначала; изначально; первоначально	At the beginning.	/ɪˈnɪʃli/	adv
483	644	BASE	assembly	собрание; блок; узел; агрегат	The act or process of putting together a set of pieces, fragments, or elements.	/əˈsɛmb.li/	n
484	646	BASE	rural	сельский; деревенский	Relating to the countryside or to agriculture.	/ˈɹuːɹəl/	adj
485	647	BASE	seat	место; сиденье; стул; пост	The horizontal portion of a chair or other furniture designed for sitting.	/siːt/	n
486	648	BASE	practice	практика; обычай; тренировка; упражнение	Repetition of an activity to improve a skill.	/ˈpɹæktɪs/	n
487	651	BASE	soviet	совет; советский	(historical) A workers' council, an institution first formed during the 1905 Russian Revolution and then instituted as the main form of communist government at all levels in the So…	/ˈsoʊvi.ət/	n
488	652	BASE	length	длина	The distance measured along the longest dimension of an object.	/leɪn(t)θ/	n
489	654	BASE	manager	менеджер; директор; директриса; импресарио	(management) A person whose job is to manage something, such as a business, a restaurant, or a sports team.	/ˈmanˌedʒə(r)/	n
490	655	BASE	press	жим; жать; пресс; печать	(transitive, sewing) To flatten a selected area of fabric using an iron with an up-and-down, not sliding, motion, so as to avoid disturbing adjacent areas.	/pɹɛs/	v
491	657	BASE	author	автор; творец; создатель	The originator or creator of a work, especially of a literary composition; or, one of the creators of a collaborative work.	/ˈɑ.θɚ/	n
492	659	BASE	additional	дополнительный	Supplemental or added to something.	/əˈdɪʃənəl/	adj
493	661	BASE	lord	лорд; вельможа; хозяин; владыка	(transitive) To invest with the dignity, power, and privileges of a lord; to grant the title of lord.	/lɔɹd/	v
494	663	BASE	policy	курс; линия; полис; политика	A principle of behaviour, conduct which an entity (government, organization, etc.) applies or seeks to follow, especially as formally expressed by an authoritative body. [from 15th…	/ˈpɑləsi/	n
495	664	BASE	engine	двигатель; мотор; движок	A complex mechanical device which converts energy into useful motion or physical effects. [from 16th c.]	/ɪɲˈdʒin/	n
496	665	BASE	township	городок; посёлок; тауншип; местечко	The territory of a town.	/ˈtaʊnʃɪp/	n
497	667	BASE	historical	исторический	(uncommon) Synonym of historic: important or likely to be important to history and historians.	/hɪˈstɑɹɪkəl/	adj
498	668	BASE	complete	целый; сущий; полный; завершать	(ambitransitive) To finish; to make done; to reach the end.	/kɒmˈpliːt/	v
499	669	BASE	financial	финансовый	Related to finances.	/faɪˈnænʃəl/	adj
500	670	BASE	religious	религиозный; верующий	Committed to the practice or adherence of religion.	/ɹɪˈlɪd͡ʒ.əs/	adj
501	671	BASE	mission	миссия; задача; задание; поручение	(countable) A set of tasks that fulfills a purpose or duty; an assignment set by an employer, or by oneself.	/ˈmɪʃn̩/	n
502	673	BASE	nine	девять; девятка; девятеро	A numerical value equal to 9; the number following eight and preceding ten.	/naj(ə)n/	numeral
503	674	BASE	recent	недавний	Having happened a short while ago.	/ˈɹiːsənt/	adj
504	677	BASE	administration	управление; применение; отправление; администрация	(uncountable) The act of administering; government of public affairs; the service rendered, or duties assumed, in conducting affairs; the conducting of any office or employment; di…	/ədˌmɪnəˈstɹeɪʃən/	n
505	678	BASE	opening	открытие; дебют; проход; начало	An act or instance of making or becoming open.	/ˈoʊ.pə.nɪŋ/	n
506	679	BASE	secretary	секретарь; министр; секретер; секретарша	A person who keeps records, takes notes and handles general clerical work.	/ˈsɛk.(ɹ)əˌtɛɹ.i/	n
507	681	BASE	report	явиться; являться; сообщать; сообщить	A piece of information describing, or an account of certain events given or presented to someone, with the most common adpositions being by (referring to creator of the report) and…	/ɹəˈpoɹt/	n
508	682	BASE	executive	исполнительный; администратор; исполнительный директор; исполнительный|исполнительная власть	A chief officer or administrator, especially one who can make significant decisions on their own authority.	/-ɡju/	n
509	683	BASE	youth	молодой человек; юноша; юность; парень	(uncountable) The quality or state of being young.	/jut̪ʰ/	n
510	684	BASE	closed	закрытый; замкнутый; ограниченный	(computing, of a file, document, etc.) Not in current use; not connected to as a resource.	/kloʊzd/	adj
511	685	BASE	theory	теория; гипотеза	A description of an event or system that is considered to be accurate.	/ˈθi.ə.ɹi/	n
512	686	BASE	writer	автор; писатель; писательница	A person who writes, or produces literary work; an author can refer to themselves as "the writer".	/ˈɹaɪ.tə(ɹ)/	n
513	689	BASE	appearance	появление; явка; облик; явление	The act of appearing or coming into sight; the act of becoming visible to the eye.	/əˈpiɹ.əns/	n
514	690	BASE	feature	черта; фича; признак; функция	An important or main item.	/ˈfi.t͡ʃɚ/	n
515	691	BASE	queen	королева; царица; дама; краля	A female monarch.	/kwiːn/	n
516	693	BASE	legal	законный; легальный; правовой; юридический	Relating to the law or to lawyers.	/ˈliɡəl/	adj
517	696	BASE	issue	пункт; вопрос; потомок; проблема	The action or an instance of flowing or coming out, an outflow, particularly:	/ˈɪs(j)ɪʊ̯/	n
518	697	BASE	edition	тираж; выпуск; издание	The whole number of copies of a work printed and published at one time.	/əˈdɪʃən/	n
519	698	BASE	singer	певец; певица; вокалист; вокалистка	A person who sings, often professionally.	/ˈsɪŋə/	n
520	700	BASE	majority	большинство; перевес	More than half (50%) of some group.	/məˈd͡ʒɑ.ɹɪti/	n
521	701	BASE	background	бэкграунд; фон; задний план; опыт	One's social heritage, or previous life; what one did in the past.	/ˈba(k)ɡɾɑwɳɖ/<a:Indic>	n
522	702	BASE	source	источник; ключ; исток; родник	The person, place, or thing from which something (information, goods, etc.) comes or is acquired.	/so(ː)ɹs/	n
523	704	BASE	cultural	культурный	Pertaining to culture.	/ˈkɐltʃ(ʉ)ɾɐl/	adj
524	705	BASE	complex	комплекс; сложный; трудный; составной	Not simple, easy, or straightforward; complicated.	/kɑmˈplɛks/	adj
525	707	BASE	recording	запись	A reproduction of sound, video, etc., stored in a permanent medium.	/ɹɪˈkɔː(ɹ)dɪŋ/	n
526	708	BASE	stadium	стадион; ристалище	A venue where sporting events are held.	/ˈsteɪ.di.əm/	n
527	711	BASE	particularly	особенно; в частности	(focus) Especially, extremely.	/pəˈtʰɪkjəli/	adv
528	712	BASE	basketball	баскетбол; баскетбольный мяч	(countable) The particular kind of ball used in the sport of basketball.	/ˈbæs.kɪt.bɑl/	n
529	713	BASE	month	месяц	A period into which a year is divided, historically based on the phases of the moon.	/mʊnt/	n
530	715	BASE	port	порт; гавань; левый борт; портвейн	A place on the coast at which ships can shelter, or dock to load and unload cargo or passengers.	/po(ː)ɹt/	n
531	716	BASE	castle	замок; рокироваться	A large residential building or compound that is fortified and contains many defences; in previous ages often inhabited by a nobleman or king. Also, a house or mansion with some of…	/kæsl̩/	n
532	717	BASE	mostly	в основном; чаще всего; главным образом; по большей части	Mainly or chiefly; for the most part; usually, generally, on the whole.	/ˈmoʊsli/	adv
533	719	BASE	fort	форт	A fortified defensive structure stationed with troops.	/fo(ː)ɹt/	n
534	722	BASE	status	положение; состояние; статус	A person’s condition, position or standing relative to that of others.	/ˈsteɪ.təs/	n
535	723	BASE	earth	земля; мир; суша; нора	(uncountable) Soil.	/ɛrθ/	n
536	724	BASE	subsequently	затем; потом; позже; позднее	Accordingly, therefore (implying a logical connection or deduction), consequently.	/ˈsʌb.sɪ.kwənt.li/	adv
537	725	BASE	pacific	миролюбивый	Preferring peace by nature; avoiding violence.	/pəˈsɪfɪk/	adj
538	726	BASE	cover	укрытие; обложка; крышка; пройти	(transitive) To place something over or upon, as to conceal or protect.	/ˈkɐvə/	v
539	727	BASE	variety	вид; разнообразие; разновидность; сорт	(botany, taxonomy) A rank in a taxonomic classification below species and (if present) subspecies, and above form; hence, an organism of that rank.	/-ɾi/	n
540	728	BASE	certain	некий; некоторый; определённый; какой-то	Sure in one's mind, positive; absolutely confident in the truth of something.	/ˈsɜːtn̩/	adj
541	730	BASE	remains	руина; остаток; развалина; останки	The body or any of its matter that are left after a person (or any organism) dies; a corpse.	/ɹɪˈmeɪnz/	n
542	731	BASE	upper	верхний; поздний	At a higher level, rank or position.	/ˈʌpə(ɹ)/	adj
543	732	BASE	congress	конгресс; съезд; конференция	A formal gathering or assembly; a conference held to discuss or decide on a specific question.	/-ɹɛs/	n
544	736	BASE	nature	природа; натура; сущность	(uncountable, often, _, capitalized) The way things are, the totality of all things in the physical universe and their order, especially the physical world in contrast to spiritual…	/ˈneɪ̯.tʃə(ɹ)/	n
545	737	BASE	particular	особый; частный; отдельный; особенный	Specific; discrete; concrete.	/pɑrˈtɪk.jə.lɚ/	adj
546	738	BASE	loss	потеря; утрата; утеря; ущерб	(countable) The result of no longer possessing an object, a function, or a characteristic due to external causes or misplacement.	/lɑs/	n
547	740	BASE	chart	чарт; график; чертёж; рисунок	A navigator's map.	/tʃɑːt/	n
548	742	BASE	forced	вынужденный; насильственный; принудительный	Obtained forcefully, not naturally.	/fo(ː)ɹst/	adj
549	743	BASE	create	создать; творить; создавать; сотворить	(especially, of a, god) To bring into existence out of nothing, without the prior existence of the materials or elements used.	/kɹiːˈeɪt/	v
550	744	BASE	era	эра; эпоха	A time period of indeterminate length, generally more than one year.	/iə.ɹə/	n
551	745	BASE	retired	отставной	Having left employment, especially on reaching pensionable age. [from 16th c.] (of people)	/ɹɪˈtaɪəd/	adj
552	746	BASE	material	ткань; важный; вещество	A basic matter (as metal, wood, plastic, fiber, etc.) from which the whole or the greater part of something physical (as a machine, tool, building, fabric, etc.) is made.	/məˈtɪə.ɹi.əl/	n
553	747	BASE	review	ревизия; обозрение; ревю; рецензия	A second or subsequent reading of a text or artifact in an attempt to gain new insights.	/ɹɪˈvjuː/	n
554	748	BASE	rate	ставка; курс; темп; цена	The proportional relationship between one amount, value etc. and another. [from 15th c.]	/ɹeɪt/	n
555	756	BASE	speed	скорость; мчаться; нестись; выдержка	The state of moving quickly or the capacity for rapid motion.	/spiːd/	n
556	757	BASE	democratic	демократический	Pertaining to democracy; constructed upon or in line with the principle of government chosen by the people.	/ˌdɛməˈkɹætɪk/	adj
557	759	BASE	parish	приход; округ; паства; община	(Roman Catholicism, Anglican, Lutheranism, Eastern Orthodox) An administrative part of a diocese that has its own church.	/ˈpæɹɪʃ/	n
558	762	BASE	themselves	себя; они|они сам|сами	(reflexive pronoun) The reflexive case of they, the third-person plural personal pronoun. The group of people, animals, or objects previously mentioned, as the object of a verb or…	/ðəmˈsɛlvz/	pronoun
559	763	BASE	temple	висок; храм; святыня; место богослужение|богослужения	A house of worship, especially:	/ˈtɛmp(ə)l/	n
560	764	BASE	wing	крыло; крайний нападающий; ранить; флигель	(zootomy) An appendage of an animal's (bird, bat, insect) body that enables it to fly.	/wɪŋ/	n
561	765	BASE	genus	род	(biology, taxonomy) A category in the classification of organisms, ranking below family (Lat. familia) and above species.	/ˈdʒiːnəs/	n
562	767	BASE	serving	порция; обслуживание	(uncountable, gerund) The act or process of serving.	/ˈsɜːvɪŋ/	n
563	768	BASE	cost	стоить; цена; расходы; затраты	Amount of money, time, etc. that is required or used.	/ˈkɑst/	n
564	773	BASE	view	вид; взгляд; видеть; намерение	The act of seeing or looking at something.	/vjuː/	n
565	776	BASE	actor	актёр; актор; артист; актриса	A person who acts a part in a theatrical play or (later) in film or television; a dramatic performer. [from 16th c.]	/ˈak.tə(ɹ)/	n
566	777	BASE	male	самец; папа; мужской; мужчина	Belonging to the sex which typically produces sperm, or to the gender which is typically associated with it. [from 14th c.]	/meːl/	adj
567	783	BASE	administrative	административный	Of or relating to administering or administration.	/ədˈmɪn.əˌstɹeɪ.tɪv/	adj
568	784	BASE	median	медиана; медианный	(geometry) A line segment joining the vertex of triangle to the midpoint of the opposing side.	/ˈmi.di.ən/	n
569	785	BASE	effect	эффект; влияние; результат; следствие	(filmology, computer graphics, demoscene) An illusion produced by technical means (as in "special effect")	/i-/	n
570	786	BASE	biography	биография; жизнеописание	A person's life story, especially one published.	/baɪˈɑɡɹəfi/	n
571	787	BASE	train	поезд; цепочка; тренироваться; натренироваться	(intransitive) To practice an ability.	/tɹeɪn/	v
572	788	BASE	engineering	инжиниринг; машиностроение; инженерный|инженерное дело; инженерия	(uncountable) The application of mathematics and the physical sciences to the needs of humanity and the development of technology.	/ˌɛn(d)ʒɪˈnɪə.ɹɪŋ/	n
573	789	BASE	camp	лагерь; стан; база; табор	An organised event, often taking place in tents or temporary accommodation.	/kæmp/	n
574	791	BASE	chairman	председатель	A person presiding over a meeting.	/ˈtʃɛɹ.mən/	n
575	793	BASE	mainly	в основном; главным образом	Chiefly; for the most part. [from 17th c.]	/ˈmeɪnli/	adv
576	795	BASE	surface	поверхность; всплывать; выясняться	The overside or up-side of a flat object such as a table, or of a liquid.	/sə(r)ˈfes/	n
577	796	BASE	therefore	зато; посему; потому; поэтому	(conjunctive) Consequently, by or in consequence of that or this cause; referring to something previously stated.	/ˈðɛə.fɔː/	adv
578	797	BASE	nearly	около; почти; чуть не; приблизительно	In close approximation; almost, virtually. [from 17th c.]	/ˈniːɹli/	adv
579	798	BASE	score	балл; результат; счёт; очко	The number of points accrued by each of the participants in a game, expressed as a ratio or a series of numbers.	/sko(ː)ɹ/	n
580	799	BASE	ancient	древний; стародавний; старый; ветхий	Having lasted from a remote period; having been of long duration; of great age, very old.	/ˈeɪn.t͡ʃənt/	adj
581	800	BASE	subject	субъект; тема; предмет; подданный	(grammar) The noun, pronoun or noun phrase about whom the statement is made. In active clauses with verbs denoting an action, the subject is the actor. In clauses in the passive vo…	/ˈsʌb.d͡ʒɛkt/	n
582	801	BASE	prime	зенит; первый; начало; главный	First in importance, degree, or rank.	/pɹaɪ̯m/	adj
583	804	BASE	experience	опыт; испытать; пережить; испытывать	The effect upon the judgment or feelings produced by any event, whether witnessed or participated in; personal and direct impressions as contrasted with description or fancies; per…	/ɪkˈspɪə.ɹɪəns/	n
584	805	BASE	specific	удельный; конкретный; явный; особый	Explicit or definite.	/spəˈsɪf.ɪk/	adj
585	808	BASE	overall	общий; полный; в целом; всеобщий	All-encompassing, all around.	/ˈoʊvɚɑl/	adj
586	810	BASE	plot	сюжет; надел; график; сговор	(narratology) The course of a story, comprising a series of incidents which are gradually unfolded, sometimes by unexpected means. [from 1640s]	/plä/	n
